City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
361,sayan,-11.1361,-77.1933,19.86,74,90,1.48,PE,1731456603
362,kostomuksha,64.571,30.5767,-0.03,90,97,4.88,RU,1731456604
363,jalapa,19.5333,-96.9167,17.16,98,53,1.12,MX,1731456606
364,gadzhiyevo,69.2551,33.3362,1.09,87,100,6.04,RU,1731456607
365,tazacorte,28.629,-17.9293,20.54,84,20,5.14,ES,1731456608
366,spring creek,40.7266,-115.5859,3.27,73,95,1.57,US,1731456610
367,egilsstadir,65.2653,-14.3948,5.93,58,2,18.03,IS,1731456612
368,general conesa,-40.1,-64.4333,22.96,25,66,1.88,AR,1731456613
369,labrador city,52.9463,-66.9114,-7.68,71,10,4.92,CA,1731456614
370,dingzhou,38.5131,114.9956,11.23,91,100,2.25,CN,1731456552
371,mount pearl,47.5166,-52.7813,12.4,97,100,7.2,CA,1731456616
372,suonenjoki,62.6167,27.1333,-0.95,97,22,2.13,FI,1731456617
373,damoh,23.8333,79.45,17.69,56,19,0.58,IN,1731456619
374,anshun,26.25,105.9333,14.67,97,63,2.97,CN,1731456620
375,ternate,0.8,127.4,28.02,74,26,1.76,ID,1731456621
376,brockville,44.5834,-75.6826,1.25,73,3,1.79,CA,1731456622
377,bonnyville,54.2668,-110.735,2.95,58,2,3.01,CA,1731456623
378,yigo village,13.5361,144.8886,27.4,74,75,9.77,GU,1731456624
379,alaghsas,17.0187,8.0168,22.86,21,0,4.71,NE,1731456626
380,ceelbuur,4.685,46.6176,25.63,72,55,3.07,SO,1731456627
381,severo-yeniseyskiy,60.3725,93.0408,-16.51,92,100,5.0,RU,1731456628
382,kralendijk,12.15,-68.2667,28.99,74,20,4.12,BQ,1731456629
383,klyuchi,52.2667,79.1667,-9.52,82,95,4.4,RU,1731456630
384,uturoa,-16.7333,-151.4333,26.27,71,69,7.29,PF,1731456632
385,floro,61.5996,5.0328,8.98,93,100,6.17,NO,1731456633
386,ilhabela,-23.7781,-45.3581,21.08,93,85,2.02,BR,1731456634
387,dunedin,-45.8742,170.5036,15.45,79,10,2.68,NZ,1731456363
388,hillsboro,45.5229,-122.9898,10.71,90,100,2.24,US,1731456485
389,kollam,8.8833,76.6,25.46,84,8,1.98,IN,1731456637
390,nizhneudinsk,54.9076,99.0276,-10.36,60,58,1.8,RU,1731456639
391,tannum sands,-23.9504,151.3693,31.53,51,40,3.6,AU,1731456640
392,tofol,5.3248,163.0078,31.88,62,75,3.09,FM,1731456641
393,kill devil hills,36.0307,-75.676,15.55,58,40,9.26,US,1731456642
394,palmer,42.1584,-72.3287,4.75,47,20,7.72,US,1731456643
395,saint-pierre,-21.3393,55.4781,21.82,64,91,2.57,RE,1731456646
396,princeville,45.7668,-61.2985,8.16,99,100,2.06,CA,1731456647
397,mammoth lakes,37.6485,-118.9721,2.92,40,16,0.37,US,1731456395
398,kone,-21.0595,164.8658,31.38,45,70,3.14,NC,1731456649
399,castillos,-34.1667,-53.8333,10.66,70,20,1.7,UY,1731456653
400,bemidji,47.4736,-94.8803,5.1,69,0,6.69,US,1731456654
401,mayqayyng,51.4625,75.7986,-10.09,84,88,6.38,KZ,1731456655
402,mossel bay,-34.1831,22.146,15.95,79,19,2.88,ZA,1731456656
403,juan griego,11.0817,-63.9655,26.07,85,98,3.01,VE,1731456659
404,christchurch,-43.5333,172.6333,18.56,72,100,8.23,NZ,1731456360
405,albesti,47.7,27.0667,3.53,95,100,4.1,RO,1731456661
406,punta arenas,-53.15,-70.9167,12.06,76,40,7.2,CL,1731456662
407,monticello,45.3055,-93.7941,6.23,75,75,8.23,US,1731456663
408,yatou,37.15,122.3833,12.72,54,70,1.48,CN,1731456665
409,taksimo,56.3444,114.8794,-14.3,98,90,1.44,RU,1731456666
410,cherdyn',60.403,56.4787,-10.51,99,97,0.56,RU,1731456667
411,sinabang,2.4803,96.3801,26.26,83,100,0.66,ID,1731456668
412,fallon,39.4735,-118.7774,9.5,37,4,1.61,US,1731456534
413,minot,48.2325,-101.2963,6.06,81,100,0.0,US,1731456670
414,kandyagash,49.4744,57.4233,-3.58,65,21,5.75,KZ,1731456673
415,pemangkat,1.1667,108.9667,26.58,84,100,1.86,ID,1731456674
416,rosetta,31.4044,30.4164,19.3,65,0,4.07,EG,1731456675
417,yuzhno-kurilsk,44.0306,145.8556,4.18,61,80,10.62,RU,1731456676
418,prince albert,53.2001,-105.7677,3.54,70,100,3.62,CA,1731456678
419,tubarjal,30.4999,38.216,16.9,42,10,0.56,SA,1731456679
420,lazaro cardenas,17.9583,-102.2,27.21,76,61,2.84,MX,1731456680
421,kirakira,-10.4544,161.9205,29.11,76,99,4.69,SB,1731456681
422,manzanares,38.9991,-3.3699,5.42,60,64,6.78,ES,1731456682
423,mar del plata,-38.0023,-57.5575,14.49,69,0,2.24,AR,1731456685
424,plettenberg bay,-34.0527,23.3716,14.3,88,21,2.44,ZA,1731456686
425,bikenibeu village,1.3673,173.1241,28.27,68,9,6.9,KI,1731456687
426,poronaysk,49.2167,143.1167,-2.65,49,2,1.68,RU,1731456689
427,nemuro,43.3236,145.575,5.0,56,34,11.1,JP,1731456690
428,mount gambier,-37.8333,140.7667,17.39,61,10,4.54,AU,1731456691
429,buzuluk,52.7807,52.2635,-1.34,81,51,4.41,RU,1731456692
430,linhai,28.85,121.1167,18.4,83,28,0.41,CN,1731456694
431,vanadzor,40.8046,44.4939,4.37,79,100,1.43,AM,1731456695
432,reggane,26.7158,0.1714,21.67,34,86,2.91,DZ,1731456696
433,ponta delgada,37.7333,-25.6667,20.4,83,75,6.69,PT,1731456697
434,alindao,5.0267,21.2088,22.03,92,84,1.46,CF,1731456699
435,boguchany,58.3814,97.4531,-10.23,74,100,5.18,RU,1731456700
436,taltal,-25.4,-70.4833,15.41,80,31,1.14,CL,1731456701
437,al miqdadiyah,33.9786,44.9369,18.75,63,2,4.16,IQ,1731456702
438,salida,37.7058,-121.0849,16.83,57,0,3.6,US,1731456703
439,kalabo,-14.97,22.6814,19.76,80,44,1.8,ZM,1731456705
440,kita,13.0349,-9.4895,24.86,27,100,0.88,ML,1731456706
441,luganville,-15.5333,167.1667,27.98,77,85,5.26,VU,1731456707
442,toliara,-23.35,43.6667,24.84,73,33,8.0,MG,1731456708
443,fada,7.25,4.0667,23.06,95,19,0.05,NG,1731456710
444,mersa matruh,31.3525,27.2453,18.84,71,0,1.82,EG,1731456711
445,vilyuchinsk,52.9306,158.4028,-4.85,75,15,4.23,RU,1731456712
446,qingdao,36.0986,120.3719,16.37,72,87,4.89,CN,1731456713
447,potenza,40.6443,15.8086,6.92,88,98,2.03,IT,1731456714
448,tynda,55.1667,124.7167,-17.71,97,98,1.11,RU,1731456716
449,fort mcmurray,56.7268,-111.381,0.11,62,19,3.81,CA,1731456717
450,guiuan,11.0333,125.7247,28.19,75,100,2.62,PH,1731456718
451,mananara,-16.1667,49.7667,23.97,83,62,1.59,MG,1731456719
452,zag,46.9441,99.165,-15.78,95,70,1.18,MN,1731456721
453,aktau,43.65,51.2,0.32,73,23,4.4,KZ,1731456722
454,howard springs,-12.497,131.047,31.6,77,70,1.62,AU,1731456723
455,brookings,44.3114,-96.7984,7.32,70,0,12.35,US,1731456632
456,zykovo,55.9519,93.1461,-8.96,74,100,6.07,RU,1731456726
457,necochea,-38.5473,-58.7368,10.91,84,6,1.21,AR,1731456727
458,port saint john's,-31.6229,29.5448,19.24,94,26,2.67,ZA,1731456728
459,moab,38.5733,-109.5498,9.78,53,88,6.87,US,1731456729
460,mbeya,-8.9,33.45,17.26,58,0,1.62,TZ,1731456730
461,arteche,12.2645,125.4048,26.14,93,95,2.31,PH,1731456732
462,gornozavodsk,58.3758,58.3211,-7.39,96,100,2.28,RU,1731456733
463,tolanaro,-25.0319,46.9987,23.45,97,100,0.61,MG,1731456734
464,keetmanshoop,-26.5833,18.1333,19.51,41,6,4.91,NA,1731456735
465,colon,9.3592,-79.9014,26.31,87,99,2.24,PA,1731456737
466,yanaul,56.2719,54.9309,-1.6,96,100,3.85,RU,1731456738
467,abuja,9.0574,7.4898,23.77,45,20,2.23,NG,1731456739
468,san pedro pochutla,15.7333,-96.4667,27.84,88,92,1.55,MX,1731456740
469,alice springs,-23.7,133.8833,25.75,29,100,7.72,AU,1731456743
470,cururupu,-1.8283,-44.8683,23.02,92,62,0.87,BR,1731456744
471,olyokminsk,60.3736,120.4264,-19.7,100,94,0.59,RU,1731456745
472,ad dabbah,18.05,30.95,22.75,21,0,4.66,SD,1731456746
473,trincomalee,8.5711,81.2335,26.24,85,27,2.67,LK,1731456747
474,magistral'nyy,56.1725,107.4458,-10.9,81,89,4.89,RU,1731456749
475,yeed,4.55,43.0333,26.6,68,80,2.71,SO,1731456750
476,bowen,-20.0167,148.2333,26.56,66,58,4.13,AU,1731456751
477,tindouf,27.6711,-8.1474,17.13,68,16,4.38,DZ,1731456752
478,al qadarif,14.0349,35.3834,25.91,50,1,5.73,SD,1731456754
479,kismayo,-0.3582,42.5454,25.69,83,77,1.5,SO,1731456755
480,maine soroa,13.2114,12.0241,24.97,22,0,3.87,NE,1731456756
481,port macquarie,-31.4333,152.9167,23.37,76,51,2.24,AU,1731456757
482,port blair,11.6667,92.75,27.09,79,43,2.74,IN,1731456759
483,fale old settlement,-9.3852,-171.2468,28.45,73,7,5.56,TK,1731456760
484,sakakah,29.9697,40.2064,15.76,51,11,2.81,SA,1731456761
485,sao gabriel da cachoeira,-0.1303,-67.0892,27.74,68,63,1.03,BR,1731456762
486,raduzhny,62.0961,77.475,-21.28,96,99,3.19,RU,1731456763
487,akureyri,65.6835,-18.0878,8.96,40,0,16.98,IS,1731456765
488,sinop,41.7711,34.8709,8.88,85,97,2.52,TR,1731456767
489,beyneu,45.3167,55.2,-0.11,54,0,1.45,KZ,1731456769
490,flying fish cove,-10.4217,105.6791,25.82,100,100,5.14,CX,1731456770
491,abra pampa,-22.7205,-65.697,11.67,59,46,5.11,AR,1731456771
492,chauk,20.8833,94.8167,23.25,87,5,2.43,MM,1731456772
493,rio grande,-32.035,-52.0986,15.43,66,25,3.39,BR,1731456773
494,nagqu,31.5,92.0,-7.12,38,15,0.34,CN,1731456776
495,constitucion,-35.3333,-72.4167,15.16,68,4,6.3,CL,1731456777
496,benguela,-12.5763,13.4055,25.01,83,100,3.51,AO,1731456778
497,mengcheng chengguanzhen,33.2661,116.566,16.65,76,88,5.05,CN,1731456779
498,tomatlan,19.9333,-105.25,26.29,79,25,1.38,MX,1731456781
499,mendi,-6.1761,143.6513,19.2,72,96,1.07,PG,1731456782
500,verkhniy mamon,50.1635,40.3832,-0.55,81,29,1.26,RU,1731456783
501,beihai,21.4833,109.1,24.13,84,62,1.61,CN,1731456784
502,bel ombre,-4.6167,55.4167,24.91,88,75,2.57,SC,1731456785
503,garissa,-0.4536,39.6401,26.3,76,80,5.0,KE,1731456787
504,laguna,38.421,-121.4238,16.71,58,0,2.06,US,1731456788
505,pangoa,-12.1167,-73.0,21.31,100,100,0.35,PE,1731456789
506,strelka,58.0728,93.0344,-10.66,91,100,4.28,RU,1731456790
507,barakani,-12.1356,44.4317,26.72,78,1,1.67,KM,1731456793
508,andergrove,-21.0833,149.1833,26.67,65,44,4.83,AU,1731456794
509,balikpapan,-1.2675,116.8289,27.55,74,20,2.57,ID,1731456795
510,rabaul,-4.1967,152.1721,27.87,75,31,1.27,PG,1731456796
511,campo do brito,-10.7333,-37.4933,22.03,94,33,3.51,BR,1731456798
512,tanga,-5.0667,39.1,23.99,94,39,1.45,TZ,1731456799
513,znamenskoye,57.1281,73.8282,-10.95,98,100,1.64,RU,1731456800
514,kavieng,-2.5744,150.7967,29.13,71,42,3.78,PG,1731456802
515,sijunjung,-0.6876,100.9537,23.0,98,100,0.47,ID,1731456803
516,korsakov,46.6328,142.7813,-0.09,63,2,3.79,RU,1731456805
517,bathurst,-33.4166,149.5806,23.31,66,41,1.34,AU,1731456806
518,dumra,26.5667,85.5167,20.23,67,0,1.55,IN,1731456807
519,south valley,35.0101,-106.6781,15.34,24,0,9.26,US,1731456808
520,funadhoo,6.15,73.2667,28.26,71,21,3.98,MV,1731456809
521,hugo,45.16,-92.9933,6.06,78,0,2.24,US,1731456811
522,codajas,-3.8367,-62.0569,29.02,57,81,0.79,BR,1731456812
523,prado,-17.3411,-39.2208,24.89,88,0,6.16,BR,1731456813
524,whakatane,-37.9585,176.9854,21.4,68,93,2.68,NZ,1731456607
525,sao raimundo nonato,-9.0153,-42.6994,23.14,81,61,1.62,BR,1731456816
526,nabire,-3.3667,135.4833,24.87,87,98,1.25,ID,1731456817
527,luderitz,-26.6481,15.1594,14.5,78,2,12.3,NA,1731456818
528,arinos,-15.9169,-46.1056,26.95,60,47,1.52,BR,1731456819
529,las tablas,7.7667,-80.2833,23.43,99,100,1.99,PA,1731456820
530,jiuquan,39.7432,98.5174,3.7,55,13,2.81,CN,1731456822
531,tutoia,-2.7619,-42.2744,25.85,83,9,3.32,BR,1731456823
532,korop,51.5664,32.9586,-1.15,91,12,1.8,UA,1731456824
533,enriquillo,17.9,-71.2333,24.5,87,96,1.23,DO,1731456825
534,kununurra,-15.7667,128.7333,26.99,83,42,1.54,AU,1731456828
535,lancut,50.0687,22.2291,2.53,94,100,3.09,PL,1731456829
536,ashland,40.8167,-82.2665,4.59,90,3,3.26,US,1731456830
537,birao,10.2849,22.7882,23.6,33,2,3.33,CF,1731456832
538,kingston,17.997,-76.7936,24.53,99,100,1.42,JM,1731456833
539,tsengel,49.4783,100.8894,-3.38,66,53,1.47,MN,1731456834
540,thurles,52.6819,-7.8022,4.07,91,40,0.79,IE,1731456835
541,teluknaga,-6.0989,106.6381,29.24,78,20,2.06,ID,1731456836
542,berbera,10.4396,45.0143,26.83,65,11,2.81,SO,1731456838
543,tanjung pandan,-2.75,107.65,27.09,80,96,1.54,ID,1731456839
544,keflavik,64.0049,-22.5624,6.24,70,20,12.35,IS,1731456840
545,santa marta,11.2408,-74.199,28.27,77,77,4.92,CO,1731456841
546,terrace,54.5163,-128.6035,5.95,100,100,1.54,CA,1731456842
547,pagar alam,-4.0167,103.2667,22.2,95,98,0.56,ID,1731456844
